ID;ORDERID;ITEMID;AMOUNT;UNITPRICE;LINETOTAL
260541;47405;19194;10;160.844;1.608.441
260542;47405;18057;9;93.565;842.085
260543;47405;12246;8;109.129;873.030
260544;47406;1602;6;168.228;1.009.371
260545;47406;4825;3;270.343;811.030
260546;47406;22103;2;24.965;49.930
260547;47406;16891;5;22.482;112.409
260548;47406;17829;10;46.829;468.286
260549;47406;1977;8;11.509;92.074
260550;47406;15382;3;19.439;58.317
260551;47407;4369;7;212.619;1.488.330
260552;47407;5202;6;97.772;586.633
260553;47407;16942;8;130.769;1.046.151
260554;47407;1373;2;69.867;139.733
260555;47407;1498;1;122.599;122.599
260556;47407;5364;1;73.084;73.084
260557;47407;1344;3;15.738;47.215
260558;47407;18251;10;111.308;1.113.076
260559;47407;14729;1;125.574;125.574
260560;47408;22706;4;10.186;40.745
260561;47408;4434;5;402.526;2.012.628
260562;47408;777;2;329.278;658.556
260563;47408;16107;7;75.009;525.062
260564;47408;18914;8;46.588;372.706
260565;47408;9892;3;12.775;38.326
260566;47408;22469;5;27.816;139.080
260567;47409;11457;4;0.2429;0.9718
260568;47410;8446;7;69.957;489.699
260569;47410;5757;1;50.885;50.885
260570;47410;8596;2;301.798;603.597
260571;47410;4704;8;346.109;2.768.870
260572;47410;19992;3;129.539;388.618
260573;47410;3748;10;337.993;3.379.926
260574;47410;19007;3;39.648;118.943
260575;47410;10114;10;261.444;2.614.439
260576;47410;8971;9;58.699;528.288
260577;47411;23097;6;108.995;653.970
260578;47411;13739;9;40.230;362.072
260579;47411;18151;8;19.894;159.153
260580;47411;24811;8;10.518;84.141
260581;47411;1455;6;42.024;252.146
260582;47411;6185;5;29.759;148.797
260583;47411;8272;1;176.089;176.089
260584;47411;10860;7;43.169;302.185
260585;47412;13776;4;32.530;130.122
260586;47412;11097;7;75.361;527.527
260587;47412;1859;1;256.259;256.259
260588;47412;661;4;162.654;650.617
260589;47412;13452;6;66.354;398.121
260590;47413;11703;1;177.417;177.417
260591;47413;4447;10;174.840;1.748.405
260592;47413;11932;2;92.916;185.831
260593;47413;6913;9;97.925;881.327
260594;47413;22065;10;550.503;5.505.026
260595;47414;13163;5;152.060;760.301
260596;47414;20661;5;440.858;2.204.288
260597;47414;10553;9;293.767;2.643.906
260598;47414;1008;8;151.075;1.208.603
260599;47414;5309;1;682.481;682.481
260600;47414;2952;8;1.525.789;12.206.312
260601;47415;18758;3;123.401;370.203
260602;47415;11768;3;38.889;116.666
260603;47415;4792;6;107.851;647.106
260604;47415;9142;1;16.747;16.747
260605;47416;24855;3;413.771;1.241.313
260606;47416;24560;5;150.846;754.228
260607;47416;12616;6;10.694;64.166
260608;47416;9395;6;81.785;490.712
260609;47416;20620;4;123.107;492.429
260610;47416;6288;4;241.877;967.506
260611;47417;20271;3;119.083;357.249
260612;47417;21156;3;42.835;128.505
260613;47417;21219;4;218.318;873.273
260614;47417;13842;8;68.819;550.550
260615;47417;13491;5;1.029.182;5.145.910
260616;47417;22906;10;79.431;794.305
260617;47417;717;1;113.860;113.860
260618;47417;8980;8;16.550;132.397
260619;47417;23078;3;58.806;176.417
260620;47417;22355;7;51.994;363.956
260621;47418;6390;9;70.221;631.992
260622;47418;4926;2;259.286;518.572
260623;47418;1130;7;15.837;110.861
260624;47418;17881;5;58.874;294.368
260625;47418;7324;8;396.865;3.174.919
260626;47418;9148;3;13.408;40.225
260627;47418;6081;4;63.081;252.323
260628;47418;21369;5;135.084;675.418
260629;47418;12853;5;110.623;553.117
260630;47419;8106;1;126.092;126.092
260631;47419;18383;10;201.063;2.010.630
260632;47419;4880;2;114.681;229.362
260633;47419;19441;4;43.966;175.865
260634;47419;10206;2;257.585;515.171
260635;47420;19920;2;39.475;78.950
260636;47420;9330;1;0.9381;0.9381
260637;47420;179;5;151.834;759.169
260638;47420;18626;4;143.907;575.627
260639;47420;1535;5;161.578;807.892
260640;47421;20315;8;34.488;275.904
260641;47421;12442;4;195.168;780.673
260642;47421;2452;1;18.510;18.510
260643;47422;14101;2;206.683;413.367
260644;47422;8381;2;42.372;84.744
260645;47422;9845;7;18.617;130.321
260646;47422;17330;4;46.166;184.663
260647;47422;1686;10;159.084;1.590.838
260648;47423;10363;7;952.369;6.666.582
260649;47423;10050;6;147.178;883.070
260650;47423;8736;8;19.271;154.167
260651;47423;19450;7;182.606;1.278.241
260652;47423;2103;9;123.338;1.110.041
260653;47423;9065;1;208.087;208.087
260654;47423;12797;10;136.128;1.361.276
260655;47424;6493;7;0.7761;54.328
260656;47424;2133;6;32.971;197.824
260657;47424;13736;5;24.434;122.171
260658;47424;10275;9;1.506.289;13.556.603
260659;47424;13850;2;40.697;81.395
260660;47425;10629;1;14.912;14.912
260661;47425;1083;8;406.895;3.255.163
260662;47425;952;2;463.926;927.853
260663;47425;15450;9;63.594;572.350
260664;47425;1987;6;33.549;201.293
260665;47425;22904;8;190.952;1.527.619
260666;47425;5424;2;21.243;42.485
260667;47425;13059;4;0.8094;32.375
260668;47425;24358;9;232.468;2.092.214
260669;47426;17801;10;27.025;270.249
260670;47426;8626;3;150.694;452.082
260671;47426;5241;8;52.381;419.050
260672;47426;10159;9;81.004;729.039
260673;47426;17487;5;124.621;623.104
260674;47426;17332;6;82.541;495.245
260675;47427;12417;5;171.262;856.311
260676;47427;20448;5;148.852;744.260
260677;47427;23507;10;180.561;1.805.613
260678;47427;19920;9;38.480;346.317
260679;47427;16600;6;268.082;1.608.489
260680;47427;13672;10;105.193;1.051.926
260681;47427;20858;4;18.123;72.490
260682;47427;13755;5;42.646;213.231
260683;47427;8215;3;390.130;1.170.391
260684;47428;19924;6;14.715;88.289
260685;47428;1781;5;38.075;190.377
260686;47428;2599;5;97.944;489.722
260687;47428;3039;9;77.857;700.712
260688;47429;9015;5;21.688;108.439
260689;47429;15859;5;114.650;573.248
260690;47429;4203;9;23.503;211.523
260691;47429;4054;9;35.405;318.646
260692;47429;17089;1;107.995;107.995
260693;47429;4463;1;204.330;204.330
260694;47430;11718;10;297.474;2.974.741
260695;47430;2302;8;1.600.307;12.802.454
260696;47430;9208;2;68.257;136.514
260697;47430;6000;7;56.457;395.198
260698;47430;19229;3;22.449;67.346
260699;47430;15224;2;62.122;124.245
260700;47430;10528;8;687.750;5.502.003
260701;47430;15955;5;68.665;343.327
260702;47430;22279;9;138.382;1.245.441
260703;47431;23708;4;206.890;827.561
260704;47431;14704;10;14.304;143.045
260705;47431;23355;5;161.037;805.187
260706;47431;12961;2;36.770;73.541
260707;47431;12281;10;91.649;916.492
260708;47431;15387;10;14.617;146.175
260709;47432;21057;6;22.398;134.387
260710;47432;18743;8;51.497;411.972
260711;47432;17754;1;42.125;42.125
260712;47432;8666;9;27.581;248.229
260713;47432;12546;2;126.890;253.780
260714;47432;19074;4;1.154.629;4.618.515
260715;47433;12308;6;128.638;771.826
260716;47434;24933;4;28.249;112.998
260717;47434;9773;1;22.682;22.682
260718;47434;14780;4;0.2748;10.991
260719;47434;10560;5;46.339;231.696
260720;47434;23296;2;52.888;105.776
260721;47434;1826;10;335.460;3.354.600
260722;47435;15812;8;21.825;174.598
260723;47435;23141;4;182.790;731.160
260724;47436;12649;5;13.755;68.775
260725;47436;15153;10;58.178;581.783
260726;47436;10035;3;173.480;520.441
260727;47436;10886;6;38.114;228.684
260728;47436;10605;3;61.527;184.582
260729;47436;16805;2;51.878;103.756
260730;47436;7418;8;40.733;325.861
260731;47437;18252;7;82.621;578.344
260732;47437;21033;1;159.470;159.470
260733;47437;12016;6;18.936;113.616
260734;47437;9560;10;62.477;624.765
260735;47437;19684;6;418.344;2.510.064
260736;47437;23243;2;116.903;233.805
260737;47437;22692;5;0.8791;43.955
260738;47437;9180;1;131.467;131.467
260739;47437;15616;8;249.451;1.995.611
260740;47438;11766;1;16.402;16.402
260741;47438;3535;1;13.675;13.675
260742;47439;2260;9;0.9993;89.939
260743;47439;8104;4;100.146;400.584
260744;47439;10055;9;158.822;1.429.400
260745;47439;22507;3;106.797;320.392
260746;47439;7648;10;255.970;2.559.697
260747;47439;22819;9;55.132;496.192
260748;47439;804;2;132.114;264.229
260749;47440;2017;8;113.984;911.872
260750;47441;5199;3;72.195;216.586
260751;47441;16533;7;241.782;1.692.475
260752;47441;7549;3;15.978;47.934
260753;47442;15379;2;25.201;50.402
260754;47442;15071;6;140.122;840.732
260755;47442;12837;1;43.447;43.447
260756;47443;16788;9;18.426;165.837
260757;47443;19161;6;123.286;739.713
260758;47443;21232;5;188.891;944.453
260759;47443;18849;3;0.4675;14.024
260760;47443;12356;8;21.051;168.411
260761;47443;12566;7;41.260;288.817
260762;47443;12878;5;99.817;499.084
260763;47443;19807;7;15.354;107.480
260764;47443;8968;2;269.275;538.551
260765;47444;3640;5;101.508;507.540
260766;47444;5889;8;225.215;1.801.718
260767;47444;7654;9;16.825;151.423
260768;47445;18634;9;96.742;870.679
260769;47445;22779;4;319.184;1.276.737
260770;47445;9078;3;51.833;155.499
260771;47445;1267;4;30.809;123.238
260772;47446;21189;6;14.494;86.965
260773;47447;7464;5;1.192.243;5.961.213
260774;47447;22826;4;88.520;354.079
260775;47447;12341;9;58.690;528.214
260776;47447;15596;8;75.752;606.017
260777;47447;16135;6;222.346;1.334.074
260778;47447;20928;3;125.443;376.328
260779;47448;17042;1;125.086;125.086
260780;47448;12054;9;94.977;854.793
260781;47448;495;2;30.060;60.120
260782;47448;11416;3;40.620;121.859
260783;47448;11212;9;14.568;131.113
260784;47448;24983;2;0.4813;0.9625
260785;47448;17260;9;470.410;4.233.691
260786;47449;1543;7;31.834;222.836
260787;47449;2758;9;24.863;223.771
260788;47449;3988;8;49.887;399.097
260789;47449;784;5;58.157;290.783
260790;47449;7294;10;429.716;4.297.163
260791;47449;14368;2;32.069;64.138
260792;47449;11914;9;16.247;146.226
260793;47449;9823;6;237.702;1.426.213
260794;47450;7889;1;540.144;540.144
260795;47450;14433;10;14.707;147.067
260796;47450;10284;9;267.571;2.408.141
260797;47450;11828;9;180.333;1.622.998
260798;47450;22284;3;155.442;466.327
260799;47450;14802;1;169.830;169.830
260800;47450;24586;6;34.505;207.032
260801;47450;24385;7;283.564;1.984.948
260802;47450;5526;2;245.467;490.935
260803;47451;357;8;12.424;99.388
260804;47451;6727;7;87.718;614.029
260805;47451;8409;2;209.351;418.701
260806;47452;11991;1;68.290;68.290
260807;47452;16221;8;33.395;267.164
260808;47452;13997;4;171.780;687.119
260809;47452;17153;2;18.389;36.778
260810;47452;21122;10;174.662;1.746.625
260811;47453;11615;3;321.750;965.251
260812;47453;16436;9;13.712;123.412
260813;47453;8775;4;14.055;56.219
260814;47453;7882;10;518.364;5.183.637
260815;47453;23953;10;121.679;1.216.793
260816;47454;2848;7;79.616;557.310
260817;47455;23846;6;64.793;388.759
260818;47455;19333;4;68.964;275.858
260819;47455;15462;1;59.335;59.335
260820;47455;8901;2;40.604;81.208
260821;47455;4399;8;170.664;1.365.314
260822;47455;9876;6;54.005;324.030
260823;47455;18999;9;79.737;717.633
260824;47455;16680;7;25.455;178.187
260825;47456;53;4;13.176;52.706
260826;47456;19314;2;170.545;341.090
260827;47456;9375;6;75.480;452.883
260828;47456;3458;9;35.181;316.633
260829;47456;13415;1;178.283;178.283
260830;47456;3895;3;86.292;258.877
260831;47456;3063;2;66.450;132.900
260832;47457;833;8;411.806;3.294.448
260833;47457;18446;2;341.333;682.667
260834;47457;22576;8;136.452;1.091.616
260835;47457;14784;4;34.020;136.081
260836;47457;24037;9;47.561;428.045
260837;47457;11264;8;336.943;2.695.544
260838;47457;10324;2;16.305;32.609
260839;47457;8387;2;89.077;178.154
260840;47457;8543;6;56.724;340.343
260841;47457;17840;5;91.840;459.199
260842;47458;10352;1;37.273;37.273
260843;47458;17883;10;86.152;861.520
260844;47458;1940;3;15.355;46.065
260845;47458;12772;4;96.553;386.213
260846;47458;20575;1;108.215;108.215
260847;47458;855;5;77.319;386.594
260848;47458;18190;8;15.978;127.826
260849;47458;6278;6;232.426;1.394.559
260850;47458;13739;4;38.554;154.216
260851;47458;20385;2;286.982;573.964
260852;47459;7570;4;67.354;269.416
260853;47459;22739;8;211.551;1.692.409
260854;47460;9219;8;93.708;749.667
260855;47460;4118;1;252.598;252.598
260856;47460;839;9;326.404;2.937.634
260857;47461;9787;10;194.710;1.947.102
260858;47462;20404;6;60.912;365.473
260859;47462;7901;10;19.419;194.188
260860;47462;16157;8;79.165;633.323
260861;47462;22665;1;27.717;27.717
260862;47463;12827;7;28.450;199.153
260863;47463;21642;3;291.312;873.936
260864;47463;7206;10;73.110;731.105
260865;47463;6696;3;29.426;88.277
260866;47464;3358;3;69.727;209.181
260867;47464;11443;3;76.360;229.079
260868;47464;13288;2;44.912;89.824
260869;47464;5947;4;86.528;346.111
260870;47464;14405;9;40.035;360.316
260871;47464;19482;7;65.445;458.112
260872;47465;23272;9;412.634;3.713.708
260873;47465;13777;2;0.7022;14.044
260874;47465;10756;4;159.461;637.842
260875;47465;670;8;74.982;599.853
260876;47465;177;6;58.115;348.691
260877;47465;21072;1;192.004;192.004
260878;47466;2273;2;144.082;288.165
260879;47466;5224;6;228.989;1.373.932
260880;47466;12472;2;115.501;231.002
260881;47466;13030;4;122.367;489.470
260882;47466;11761;5;47.625;238.127
260883;47466;17158;4;167.747;670.987
260884;47466;9936;9;152.481;1.372.325
260885;47467;8899;3;22.841;68.522
260886;47467;20679;3;186.749;560.247
260887;47467;5375;1;292.061;292.061
260888;47467;7625;8;21.830;174.642
260889;47467;10137;1;222.678;222.678
260890;47467;1065;2;415.944;831.887
260891;47467;493;1;280.927;280.927
260892;47467;2313;3;36.109;108.327
260893;47467;23371;2;222.511;445.021
260894;47467;21020;9;293.901;2.645.109
260895;47468;20810;10;94.068;940.685
260896;47468;18092;6;19.086;114.516
260897;47468;4335;8;172.526;1.380.207
260898;47468;23990;8;21.682;173.452
260899;47469;3120;3;90.455;271.366
260900;47469;3043;2;64.967;129.934
260901;47469;15229;6;200.156;1.200.935
260902;47469;5376;4;252.765;1.011.059
260903;47469;21597;5;84.830;424.149
260904;47469;11788;6;1.761.565;10.569.393
260905;47469;3003;8;42.331;338.651
260906;47469;1221;8;19.329;154.632
260907;47469;21508;8;28.054;224.429
260908;47470;23141;7;176.504;1.235.529
260909;47470;4531;2;53.853;107.705
260910;47470;9721;4;77.849;311.397
260911;47470;8092;6;237.174;1.423.045
260912;47470;17593;10;14.556;145.565
260913;47471;3503;6;40.161;240.965
260914;47471;8647;9;39.561;356.045
260915;47472;10226;9;239.096;2.151.867
260916;47472;4730;6;74.162;444.971
260917;47472;5413;5;68.770;343.849
260918;47472;24268;6;150.270;901.619
260919;47472;7933;2;40.215;80.430
260920;47472;9312;1;0.6203;0.6203
260921;47472;20382;8;45.554;364.431
260922;47472;753;4;10.284;41.135
260923;47472;20252;5;416.560;2.082.802
260924;47473;3305;10;10.795;107.948
260925;47473;14932;10;62.302;623.022
260926;47473;18408;8;121.915;975.318
260927;47473;12696;1;40.672;40.672
260928;47473;14037;7;21.903;153.322
260929;47474;23627;8;67.413;539.306
260930;47474;8296;6;0.2746;16.477
260931;47474;11001;2;616.282;1.232.565
260932;47474;6495;6;103.147;618.884
260933;47474;2582;2;66.976;133.953
260934;47474;21052;4;470.223;1.880.891
260935;47474;14355;9;116.473;1.048.261
260936;47474;6370;7;111.750;782.252
260937;47474;1645;3;331.760;995.280
260938;47474;1726;5;122.001;610.005
260939;47475;2271;3;538.508;1.615.523
260940;47475;15797;8;46.721;373.769
260941;47475;19006;8;66.046;528.366
260942;47476;6554;4;240.947;963.786
260943;47476;3587;2;251.097;502.195
260944;47476;6302;2;34.936;69.873
260945;47476;2875;6;52.738;316.426
260946;47476;15059;9;107.907;971.164
260947;47476;6397;3;140.334;421.003
260948;47476;22458;6;225.287;1.351.720
260949;47476;10617;9;393.638;3.542.742
260950;47476;14647;10;0.8064;80.637
260951;47476;14259;8;62.885;503.082
260952;47477;6541;10;91.600;915.998
260953;47477;12869;7;29.526;206.685
260954;47477;18654;6;22.796;136.776
260955;47477;23265;7;19.188;134.313
260956;47477;23582;9;43.706;393.358
260957;47477;763;3;0.8789;26.367
260958;47477;16788;2;17.395;34.789
260959;47477;17476;3;65.570;196.710
260960;47477;7108;5;213.753;1.068.767
260961;47477;20498;7;10.488;73.417
260962;47478;23013;7;57.665;403.656
260963;47478;8256;9;53.113;478.020
260964;47478;15352;5;52.882;264.411
260965;47479;8126;7;53.239;372.673
260966;47479;21320;8;23.270;186.162
260967;47479;14444;8;13.307;106.459
260968;47479;18901;6;88.454;530.725
260969;47479;15441;10;99.843;998.426
260970;47479;13847;6;31.119;186.711
260971;47479;24311;8;199.020;1.592.158
260972;47480;22383;9;44.805;403.245
260973;47480;4799;4;173.649;694.594
260974;47480;5552;2;40.861;81.721
260975;47481;14514;3;129.360;388.080
260976;47482;11046;2;109.094;218.189
260977;47482;23813;6;64.340;386.038
260978;47482;12735;4;131.127;524.509
260979;47482;18393;2;37.864;75.728
260980;47482;23770;2;57.532;115.065
260981;47482;14655;3;930.114;2.790.342
260982;47482;3044;7;132.424;926.968
260983;47482;14435;4;312.381;1.249.522
260984;47483;24349;8;41.516;332.132
260985;47483;4086;7;751.954;5.263.681
260986;47483;23715;9;560.751;5.046.762
260987;47483;17602;8;54.407;435.255
260988;47484;15833;3;157.723;473.168
260989;47484;8201;9;30.336;273.022
260990;47484;3886;1;323.269;323.269
260991;47484;13163;10;173.801;1.738.015
260992;47484;20514;2;60.721;121.442
260993;47484;22972;6;26.494;158.966
260994;47484;2150;3;59.339;178.016
260995;47484;19273;5;27.194;135.970
260996;47484;11950;3;170.503;511.508
260997;47485;89;5;105.092;525.461
260998;47485;22291;9;17.188;154.693
260999;47485;12755;2;98.976;197.951
261000;47485;8042;1;552.435;552.435
261001;47485;18810;10;240.700;2.406.999
261002;47485;17995;4;48.626;194.504
261003;47485;2731;4;275.625;1.102.502
261004;47485;20822;7;234.548;1.641.836
261005;47485;3619;4;73.408;293.630
261006;47485;5391;5;73.504;367.519
261007;47486;10296;1;200.660;200.660
261008;47486;10817;9;32.166;289.498
261009;47486;5111;4;48.700;194.798
261010;47487;21792;6;117.535;705.210
261011;47487;21727;7;11.251;78.754
261012;47487;13461;5;90.409;452.047
261013;47487;9765;8;104.428;835.425
261014;47487;17811;9;45.974;413.762
261015;47487;11858;4;599.325;2.397.300
261016;47487;12604;3;50.450;151.349
261017;47487;12876;7;84.352;590.463
261018;47487;13825;7;85.173;596.214
261019;47488;20446;4;105.691;422.765
261020;47488;13354;4;14.734;58.937
261021;47489;22156;9;15.037;135.337
261022;47490;14124;6;33.491;200.947
261023;47490;8475;6;200.978;1.205.866
261024;47490;12806;4;136.758;547.030
261025;47490;5240;7;20.354;142.477
261026;47490;20895;1;110.263;110.263
261027;47490;11024;5;0.2627;13.134
261028;47490;858;2;165.978;331.956
261029;47490;4255;2;99.967;199.934
261030;47490;15726;3;20.307;60.921
261031;47491;7315;8;22.431;179.449
261032;47491;24494;5;144.499;722.493
261033;47491;23529;5;78.700;393.502
261034;47491;6134;10;1.713.295;17.132.947
261035;47491;6134;10;1.713.295;17.132.947
261036;47491;23008;2;82.168;164.337
261037;47491;20945;4;49.764;199.055
261038;47492;8825;7;97.378;681.647
261039;47492;1817;1;76.811;76.811
261040;47492;7506;2;93.431;186.862
261041;47492;13444;3;87.373;262.118
261042;47492;14700;8;131.862;1.054.897
261043;47492;135;1;74.721;74.721
261044;47492;904;7;137.407;961.847
261045;47492;24957;10;0.3455;34.547
261046;47493;1339;1;210.020;210.020
261047;47493;22211;10;239.759;2.397.586
261048;47493;19167;4;312.613;1.250.454
261049;47494;23273;3;18.428;55.285
261050;47494;11799;2;967.704;1.935.408
261051;47494;4739;2;15.715;31.429
261052;47494;9165;9;91.733;825.599
261053;47494;13414;7;44.330;310.308
261054;47495;11133;2;98.230;196.459
261055;47495;874;4;398.628;1.594.514
261056;47495;15165;7;48.062;336.436
261057;47495;10843;1;186.344;186.344
261058;47496;22239;4;0.5680;22.721
261059;47496;20989;2;167.989;335.977
261060;47496;14501;7;206.308;1.444.157
261061;47496;17715;6;35.342;212.049
261062;47496;16591;4;136.931;547.722
